Time,AvgFiringRate
-0.5,1.4526873947037118
-0.494976077,1.4093953858480397
-0.489952153,1.514348940945726
-0.48492823,1.4718444473542174
-0.479904306,1.3980121377280816
-0.474880383,1.5179719216685124
-0.469856459,1.5994341837711976
-0.464832536,1.6216980929300246
-0.459808612,1.4911480434592999
-0.454784689,1.6468740482203288
-0.449760766,1.6171215927997087
-0.444736842,1.7054092381471806
-0.439712919,1.526169489309892
-0.434688995,1.6074011962855042
-0.429665072,1.5832774604440853
-0.424641148,1.5805906877095717
-0.419617225,1.6093237767302953
-0.414593301,1.5575747384704128
-0.409569378,1.5715275478225748
-0.404545455,1.5327761165268763
-0.399521531,1.593632136453031
-0.394497608,1.631845357799996
-0.389473684,1.6252288704249913
-0.384449761,1.5639788175064708
-0.379425837,1.645843055545126
-0.374401914,1.6773729639555417
-0.36937799,1.5586792645225627
-0.364354067,1.6828896349684201
-0.359330144,1.6628055027507223
-0.35430622,1.7074490163361558
-0.349282297,1.6555201295482829
-0.344258373,1.5420549207133276
-0.33923445,1.5132809195374075
-0.334210526,1.7072409000919047
-0.329186603,1.731493117891732
-0.324162679,1.638906450908169
-0.319138756,1.7669880879864635
-0.314114833,1.7112309117413687
-0.309090909,1.7444012664983937
-0.304066986,1.7278554412449671
-0.299043062,1.6251256088882526
-0.294019139,1.730835938727966
-0.288995215,1.724945600375479
-0.283971292,1.717004657817662
-0.278947368,1.6781478301963468
-0.273923445,1.587590322710982
-0.268899522,1.6234850593429795
-0.263875598,1.6649532962352382
-0.258851675,1.6589904607617854
-0.253827751,1.5865081785465094
-0.248803828,1.7518197837176679
-0.243779904,1.588269865862349
-0.238755981,1.5288323887083606
-0.233732057,1.5450883703526288
-0.228708134,1.6853492899661753
-0.223684211,1.6667559204787186
-0.218660287,1.629453272673666
-0.213636364,1.7110843670059483
-0.20861244,1.680885750745153
-0.203588517,1.8201544439721153
-0.198564593,1.8227346456036626
-0.19354067,1.8305254259378698
-0.188516746,1.7064458795430848
-0.183492823,1.8446639268380627
-0.1784689,1.777401963622957
-0.173444976,1.9129061179515523
-0.168421053,1.843238390982176
-0.163397129,1.7440422234169322
-0.158373206,1.8706361440336814
-0.153349282,1.789043562350138
-0.148325359,1.8587363944897035
-0.143301435,1.5901278552339762
-0.138277512,1.7659401567131805
-0.133253589,1.7364454451053404
-0.128229665,1.758828094873575
-0.123205742,1.7444042644882072
-0.118181818,1.723377392601681
-0.113157895,1.7030126542853465
-0.108133971,1.6549357077965623
-0.103110048,1.6035415667423407
-0.098086124,1.733917568475101
-0.093062201,1.5470728975492765
-0.088038278,1.6777021571042408
-0.083014354,1.6813575614058713
-0.077990431,1.6504821681610526
-0.072966507,1.7114683962792578
-0.067942584,1.6444041562774234
-0.06291866,1.6812076853025588
-0.057894737,1.6889784817999502
-0.052870813,1.7738769575575062
-0.04784689,1.6335241639354767
-0.042822967,1.7454258739810302
-0.037799043,1.6911610424206696
-0.03277512,1.706084161029285
-0.027751196,1.6346430371769671
-0.022727273,1.6606721851244912
-0.017703349,1.7522713163232306
-0.012679426,1.6000488098984669
-0.007655502,1.7966342990219117
-0.002631579,1.670384483061291
0.002392344,1.7654244795013212
0.007416268,1.8080892776094968
0.012440191,1.6635199770557674
0.017464115,1.7118988423456558
0.022488038,1.7123768281708203
0.027511962,1.7394690197839777
0.032535885,1.6712436607611414
0.037559809,1.597302260407796
0.042583732,1.8613506688505883
0.047607656,1.8429985693376647
0.052631579,1.7374664127723056
0.057655502,1.724563222482658
0.062679426,1.8480155244778596
0.067703349,1.8145329050009236
0.072727273,1.8113795805450892
0.077751196,1.7960347599028101
0.08277512,2.0455378066737837
0.087799043,2.045289738710199
0.092822967,2.222255738028344
0.09784689,2.4297785206644362
0.102870813,2.7711511976267307
0.107894737,3.1535066731482155
0.11291866,3.5253947768480516
0.117942584,3.899936095072981
0.122966507,4.125154516674543
0.127990431,4.761423119352897
0.133014354,4.929111780176115
0.138038278,5.626261710852078
0.143062201,5.617162016352104
0.148086124,5.724458675250112
0.153110048,5.9514969928560655
0.158133971,5.909095567240806
0.163157895,5.672783888209559
0.168181818,5.311798212867314
0.173205742,5.294418591733355
0.178229665,5.1874353407312475
0.183253589,5.029530671485656
0.188277512,4.581339671811228
0.193301435,4.449615652802203
0.198325359,4.341629034059042
0.203349282,4.2137531314261585
0.208373206,3.997205030239595
0.213397129,4.088077969720635
0.218421053,4.078021277542549
0.223444976,3.7628301465824845
0.2284689,3.61413096708254
0.233492823,3.704661635970953
0.238516746,3.584214802857121
0.24354067,3.6469602632785327
0.248564593,3.607643799119588
0.253588517,3.5046781525971626
0.25861244,3.3107668501427447
0.263636364,3.219858752534431
0.268660287,3.3482561388215553
0.273684211,3.225615301034804
0.278708134,3.2682512779547848
0.283732057,3.1272811454516782
0.288755981,3.202511375821902
0.293779904,3.2077266424504516
0.298803828,3.128955371272156
0.303827751,2.997925196757479
0.308851675,3.024000834501062
0.313875598,3.0327001325346434
0.318899522,2.9889005642808053
0.323923445,3.0618297667124224
0.328947368,2.836923410728715
0.333971292,2.8929273997625793
0.338995215,2.9005985422116267
0.344019139,2.822065924037804
0.349043062,2.848731426047677
0.354066986,2.719528737163872
0.359090909,2.741225078627989
0.364114833,2.7000886401144557
0.369138756,2.6653471488180607
0.374162679,2.7447269473142413
0.379186603,2.673783541043568
0.384210526,2.5861884190488245
0.38923445,2.662554125677575
0.394258373,2.67174945276005
0.399282297,2.646227877884269
0.40430622,2.4944626895965123
0.409330144,2.5393150644134237
0.414354067,2.4571777010758153
0.41937799,2.6285741629079897
0.424401914,2.603941042751111
0.429425837,2.561767258248039
0.434449761,2.52374943573771
0.439473684,2.4565464920007303
0.444497608,2.444726749409455
0.449521531,2.3810738113250345
0.454545455,2.4121969790971534
0.459569378,2.438873344498331
0.464593301,2.329938493988386
0.469617225,2.3146689083096113
0.474641148,2.1723925343583415
0.479665072,2.265129544442185
0.484688995,2.1522659231144075
0.489712919,2.174726328322558
0.494736842,2.215253187540968
0.499760766,2.17251750274739
0.504784689,2.187630660804195
0.509808612,2.044746443249954
0.514832536,2.0526370419367264
0.519856459,2.033760891143594
0.524880383,2.100947696521354
0.529904306,2.060103059144991
0.53492823,1.9580602680231842
0.539952153,2.093710098808064
0.544976077,2.026401255954643
0.55,2.0298571838486885
