Time,AvgFiringRate
-0.5,1.4526873947037118
-0.494976077,1.4093953858480397
-0.489952153,1.5141513570522054
-0.48492823,1.4719282876165356
-0.479904306,1.3981715318470735
-0.474880383,1.5178926422476773
-0.469856459,1.5996664353435477
-0.464832536,1.6226486126591184
-0.459808612,1.492772587677551
-0.454784689,1.6488376058565222
-0.449760766,1.6199762668836488
-0.444736842,1.7092326295777382
-0.439712919,1.5313191412411766
-0.434688995,1.6121970145533462
-0.429665072,1.5884229184716376
-0.424641148,1.5870958500827692
-0.419617225,1.6155303004851953
-0.414593301,1.5621979910854444
-0.409569378,1.5743145062103396
-0.404545455,1.535644182659969
-0.399521531,1.594330668484434
-0.394497608,1.6310811115470087
-0.389473684,1.6219589981935696
-0.384449761,1.5610758209838722
-0.379425837,1.6415271258417834
-0.374401914,1.6725475182286378
-0.36937799,1.5540287645233277
-0.364354067,1.6766749353026837
-0.359330144,1.6569676141688294
-0.35430622,1.7014597203855422
-0.349282297,1.650560286852906
-0.344258373,1.5371132447088036
-0.33923445,1.5070936784848243
-0.334210526,1.6987773408895257
-0.329186603,1.7234780078533898
-0.324162679,1.630752335257878
-0.319138756,1.7566334009291713
-0.314114833,1.7023260472552575
-0.309090909,1.7341588735627316
-0.304066986,1.7171369945435953
-0.299043062,1.6138086060163315
-0.294019139,1.7178430313550697
-0.288995215,1.7134978524306002
-0.283971292,1.7074994305214253
-0.278947368,1.6675848364215693
-0.273923445,1.575923359332119
-0.268899522,1.6108839702807052
-0.263875598,1.649574542140973
-0.258851675,1.6424155932218092
-0.253827751,1.5690088194250429
-0.248803828,1.7306511748506532
-0.243779904,1.5698233731895632
-0.238755981,1.5094997863464499
-0.233732057,1.523830740088679
-0.228708134,1.6605724850808807
-0.223684211,1.6420772038527334
-0.218660287,1.60647565455259
-0.213636364,1.6873478120155045
-0.20861244,1.6577145431379339
-0.203588517,1.7951711512986688
-0.198564593,1.7998757193320625
-0.19354067,1.806844422424868
-0.188516746,1.686449670577634
-0.183492823,1.8255662360234486
-0.1784689,1.7618408513923576
-0.173444976,1.8961827548641252
-0.168421053,1.8282974042224103
-0.163397129,1.7312616398482177
-0.158373206,1.8563246474808375
-0.153349282,1.7760664540297115
-0.148325359,1.8430575171855843
-0.143301435,1.5752601003618176
-0.138277512,1.7462847415322218
-0.133253589,1.7171939425030438
-0.128229665,1.7369292458964622
-0.123205742,1.7216802026059381
-0.118181818,1.6976736034960735
-0.113157895,1.6755842451625644
-0.108133971,1.627887164242412
-0.103110048,1.5747708314501623
-0.098086124,1.701243939152013
-0.093062201,1.5161757833970746
-0.088038278,1.6457715466282994
-0.083014354,1.6486804686279186
-0.077990431,1.6182656084605784
-0.072966507,1.6773882967151075
-0.067942584,1.6115900766179183
-0.06291866,1.6475862038354356
-0.057894737,1.655662218950287
-0.052870813,1.7402277657326193
-0.04784689,1.604985815587934
-0.042822967,1.7144547174239961
-0.037799043,1.6643944127581314
-0.03277512,1.6797531175766942
-0.027751196,1.610057043155829
-0.022727273,1.636447569986214
-0.017703349,1.7265694394127977
-0.012679426,1.5779793412291747
-0.007655502,1.7718469482966448
-0.002631579,1.6482566292425167
0.002392344,1.7408055793876729
0.007416268,1.784714867193133
0.012440191,1.6420573462317867
0.017464115,1.689992851541652
0.022488038,1.6906566535606302
0.027511962,1.7188262594850512
0.032535885,1.6524454677250007
0.037559809,1.5785020975174904
0.042583732,1.8408577036660767
0.047607656,1.8220519206913564
0.052631579,1.7192258003696985
0.057655502,1.7057116024675671
0.062679426,1.8262080521603068
0.067703349,1.7949496879735607
0.072727273,1.792548137376647
0.077751196,1.7780459504519732
0.08277512,2.025173989565187
0.087799043,2.0281420943850477
0.092822967,2.208697506593028
0.09784689,2.4154108088077852
0.102870813,2.757869857069163
0.107894737,3.1490391623538962
0.11291866,3.537405683057249
0.117942584,3.9322826206902506
0.122966507,4.186812778229808
0.127990431,4.868902226735342
0.133014354,5.091232658718135
0.138038278,5.859636014212953
0.143062201,5.916142236283456
0.148086124,6.088301480934021
0.153110048,6.383935584178164
0.158133971,6.3795390621267485
0.163157895,6.142335590631764
0.168181818,5.74339720359276
0.173205742,5.687438278644461
0.178229665,5.525015898742042
0.183253589,5.271127058272359
0.188277512,4.712536395972237
0.193301435,4.441564508166349
0.198325359,4.20100204570211
0.203349282,3.9412282619916716
0.208373206,3.595039921037
0.213397129,3.5286764243118647
0.218421053,3.3891200430327384
0.223444976,3.027594078768081
0.2284689,2.8079681546724036
0.233492823,2.779712101547148
0.238516746,2.6047718639782875
0.24354067,2.590113584788784
0.248564593,2.511578754147255
0.253588517,2.396402496054634
0.25861244,2.228377767441647
0.263636364,2.142307712097742
0.268660287,2.193886553733482
0.273684211,2.0826472977901482
0.278708134,2.096573922970317
0.283732057,2.0021766049755647
0.288755981,2.03718140437909
0.293779904,2.035456964214648
0.298803828,1.9754100628244469
0.303827751,1.8834071681923288
0.308851675,1.8942035846820051
0.313875598,1.9063290627857248
0.318899522,1.8904007168378012
0.323923445,1.9374617630511506
0.328947368,1.8040279831281716
0.333971292,1.8411628352019191
0.338995215,1.8569438934804945
0.344019139,1.8110383068428872
0.349043062,1.8297705803855153
0.354066986,1.7528902342071375
0.359090909,1.7788191881093378
0.364114833,1.7611714375307015
0.369138756,1.7449975173664571
0.374162679,1.8049627636334356
0.379186603,1.7610717369868034
0.384210526,1.7192475748604736
0.38923445,1.7796280394762602
0.394258373,1.7949213373649602
0.399282297,1.791506051501626
0.40430622,1.6983441582191479
0.409330144,1.7441065156078936
0.414354067,1.7004555870435172
0.41937799,1.833089797377762
0.424401914,1.8342289204569149
0.429425837,1.8151457591165532
0.434449761,1.8021018172296692
0.439473684,1.772215835806432
0.444497608,1.7738949891091034
0.449521531,1.7358042145697385
0.454545455,1.7664114937434994
0.459569378,1.8046494035715597
0.464593301,1.7381547894032052
0.469617225,1.743616296552684
0.474641148,1.6396173010971917
0.479665072,1.711264404182381
0.484688995,1.6311520202408047
0.489712919,1.6531569309604663
0.494736842,1.6931798782227097
0.499760766,1.6701450844619914
0.504784689,1.6941548096491088
0.509808612,1.5924419114116937
0.514832536,1.6026080783940266
0.519856459,1.5981877503140778
0.524880383,1.6613924910542806
0.529904306,1.648775336173561
0.53492823,1.5783951369910185
0.539952153,1.7045329815367383
0.544976077,1.665845212034573
0.55,1.6801484983463193
